year,country3,population
1993,BIH,4087999
1994,BIH,3948816
1995,BIH,3843712
1996,BIH,3780378
1997,BIH,3752431
1998,BIH,3750485
1999,BIH,3759118
2000,BIH,3766706
2001,BIH,3771284
2002,BIH,3775807
2003,BIH,3779247
2004,BIH,3781287
2005,BIH,3781530
2006,BIH,3779468
2007,BIH,3774000
2008,BIH,3763599
2009,BIH,3746561
2010,BIH,3722084
2011,BIH,3688865
2012,BIH,3648200
2013,BIH,3604999
2014,BIH,3566002
2015,BIH,3535961
2016,BIH,3516816
2017,BIH,3507017
1960,BLR,8198000
1961,BLR,8271216
1962,BLR,8351928
1963,BLR,8437232
1964,BLR,8524224
1965,BLR,8610000
1966,BLR,8696496
1967,BLR,8785648
1968,BLR,8874552
1969,BLR,8960304
1970,BLR,9040000
1971,BLR,9115576
1972,BLR,9188968
1973,BLR,9257272
1974,BLR,9317584
1975,BLR,9367000
1976,BLR,9411000
1977,BLR,9463000
1978,BLR,9525000
1979,BLR,9584000
1980,BLR,9643000
1981,BLR,9710000
1982,BLR,9776000
1983,BLR,9843000
1984,BLR,9910000
1985,BLR,9975000
1986,BLR,10043000
1987,BLR,10111000
1988,BLR,10140000
1989,BLR,10170000
1990,BLR,10189000
1991,BLR,10194000
1992,BLR,10216000
1993,BLR,10239000
1994,BLR,10227000
1995,BLR,10194000
1996,BLR,10160000
1997,BLR,10117000
1998,BLR,10069000
1999,BLR,10026738
2000,BLR,9979610
2001,BLR,9928549
2002,BLR,9865548
2003,BLR,9796749
2004,BLR,9730146
2005,BLR,9663915
2006,BLR,9604924
2007,BLR,9560953
2008,BLR,9527985
2009,BLR,9506765
2010,BLR,9490583
2011,BLR,9473172
2012,BLR,9464495
2013,BLR,9465997
2014,BLR,9474511
2015,BLR,9489616
2016,BLR,9501534
2017,BLR,9507875
1960,BLZ,92064
1961,BLZ,94703
1962,BLZ,97384
1963,BLZ,100164
1964,BLZ,103069
1965,BLZ,106119
1966,BLZ,109347
1967,BLZ,112692
1968,BLZ,116061
1969,BLZ,119261
1970,BLZ,122182
1971,BLZ,124793
1972,BLZ,127150
1973,BLZ,129294
1974,BLZ,131307
1975,BLZ,133260
1976,BLZ,135147
1977,BLZ,136989
1978,BLZ,138965
1979,BLZ,141305
1980,BLZ,144155
1981,BLZ,147566
1982,BLZ,151500
1983,BLZ,155822
1984,BLZ,160347
1985,BLZ,164921
1986,BLZ,169568
1987,BLZ,174320
1988,BLZ,179028
1989,BLZ,183469
1990,BLZ,187552
1991,BLZ,191126
1992,BLZ,194317
1993,BLZ,197616
1994,BLZ,201674
1995,BLZ,206963
1996,BLZ,213676
1997,BLZ,221606
1998,BLZ,230284
1999,BLZ,239026
2000,BLZ,247315
2001,BLZ,254984
2002,BLZ,262206
2003,BLZ,269130
2004,BLZ,276089
2005,BLZ,283277
2006,BLZ,290747
2007,BLZ,298407
2008,BLZ,306165
2009,BLZ,313929
2010,BLZ,321608
2011,BLZ,329192
2012,BLZ,336701
2013,BLZ,344181
2014,BLZ,351694
2015,BLZ,359288
2016,BLZ,366954
2017,BLZ,374681
1960,BMU,44400
1961,BMU,45500
1962,BMU,46600
1963,BMU,47700
1964,BMU,48900
1965,BMU,50100
1966,BMU,51000
1967,BMU,52000
1968,BMU,53000
1969,BMU,54000
1970,BMU,55000
1971,BMU,54600
1972,BMU,54200
1973,BMU,53800
1974,BMU,53400
1975,BMU,53000
1976,BMU,53200
1977,BMU,53400
1978,BMU,53600
1979,BMU,53800
1980,BMU,54670
1981,BMU,55050
1982,BMU,55449
1983,BMU,55930
1984,BMU,56423
1985,BMU,56898
1986,BMU,57382
1987,BMU,57849
1988,BMU,58347
1989,BMU,58841
1990,BMU,59326
1991,BMU,59021
1992,BMU,58595
1993,BMU,58910
1994,BMU,59320
1995,BMU,59746
1996,BMU,60129
1997,BMU,60497
1998,BMU,60943
1999,BMU,61285
2000,BMU,61833
2001,BMU,62504
2002,BMU,62912
2003,BMU,63325
2004,BMU,63740
2005,BMU,64154
2006,BMU,64523
2007,BMU,64888
2008,BMU,65273
2009,BMU,65636
2010,BMU,65124
2011,BMU,64564
2012,BMU,64798
2013,BMU,65001
2014,BMU,65139
2015,BMU,65239
2016,BMU,65341
2017,BMU,65441
1960,BOL,3693449
1961,BOL,3764813
1962,BOL,3838097
1963,BOL,3913395
1964,BOL,3990857
1965,BOL,4070590
1966,BOL,4152668
1967,BOL,4237125
1968,BOL,4324064
1969,BOL,4413590
1970,BOL,4505778
1971,BOL,4600591
1972,BOL,4698083
1973,BOL,4798509
1974,BOL,4902168
1975,BOL,5009257
1976,BOL,5119833
1977,BOL,5233677
1978,BOL,5350322
1979,BOL,5469123
1980,BOL,5589575
1981,BOL,5711599
1982,BOL,5835182
1983,BOL,5959960
1984,BOL,6085496
1985,BOL,6211550
1986,BOL,6337893
1987,BOL,6464732
1988,BOL,6592787
1989,BOL,6723046
1990,BOL,6856244
1991,BOL,6992521
1992,BOL,7131707
1993,BOL,7273825
1994,BOL,7418861
1995,BOL,7566714
1996,BOL,7717443
1997,BOL,7870855
1998,BOL,8026254
1999,BOL,8182712
2000,BOL,8339512
2001,BOL,8496375
2002,BOL,8653345
2003,BOL,8810420
2004,BOL,8967741
2005,BOL,9125409
2006,BOL,9283334
2007,BOL,9441444
2008,BOL,9599855
2009,BOL,9758748
2010,BOL,9918242
2011,BOL,10078343
2012,BOL,10239004
2013,BOL,10400264
2014,BOL,10562159
2015,BOL,10724705
2016,BOL,10887882
2017,BOL,11051600
1960,BRA,72207554
1961,BRA,74351763
1962,BRA,76573248
1963,BRA,78854019
1964,BRA,81168654
1965,BRA,83498020
1966,BRA,85837799
1967,BRA,88191378
1968,BRA,90557064
1969,BRA,92935072
1970,BRA,95326793
1971,BRA,97728961
1972,BRA,100143598
1973,BRA,102584278
1974,BRA,105069367
1975,BRA,107612100
1976,BRA,110213082
1977,BRA,112867867
1978,BRA,115577669
1979,BRA,118342626
1980,BRA,121159761
1981,BRA,124030908
1982,BRA,126947365
1983,BRA,129882321
1984,BRA,132800684
1985,BRA,135676281
1986,BRA,138499464
1987,BRA,141273488
1988,BRA,144001542
1989,BRA,146691981
1990,BRA,149352145
1991,BRA,151976577
1992,BRA,154564278
1993,BRA,157132682
1994,BRA,159705123
1995,BRA,162296612
1996,BRA,164913306
1997,BRA,167545164
1998,BRA,170170640
1999,BRA,172759243
2000,BRA,175287587
2001,BRA,177750670
2002,BRA,180151021
2003,BRA,182482149
2004,BRA,184738458
2005,BRA,186917361
2006,BRA,189012412
2007,BRA,191026637
2008,BRA,192979029
2009,BRA,194895996
2010,BRA,196796269
2011,BRA,198686688
2012,BRA,200560983
2013,BRA,202408632
2014,BRA,204213133
2015,BRA,205962108
2016,BRA,207652865
2017,BRA,209288278
1960,BRB,230939
1961,BRB,231678
1962,BRB,232586
1963,BRB,233587
1964,BRB,234547
1965,BRB,235374
1966,BRB,236044
1967,BRB,236621
1968,BRB,237199
1969,BRB,237913
1970,BRB,238848
1971,BRB,240035
1972,BRB,241441
1973,BRB,242976
1974,BRB,244539
1975,BRB,246034
1976,BRB,247444
1977,BRB,248784
1978,BRB,250032
1979,BRB,251177
1980,BRB,252194
1981,BRB,253080
1982,BRB,253841
1983,BRB,254518
1984,BRB,255193
1985,BRB,255924
1986,BRB,256736
1987,BRB,257611
1988,BRB,258527
1989,BRB,259458
1990,BRB,260374
1991,BRB,261275
1992,BRB,262184
1993,BRB,263089
1994,BRB,264015
1995,BRB,264959
1996,BRB,265942
1997,BRB,266945
1998,BRB,267950
1999,BRB,268922
2000,BRB,269847
2001,BRB,270685
2002,BRB,271478
2003,BRB,272258
2004,BRB,273091
2005,BRB,274009
2006,BRB,275039
2007,BRB,276150
2008,BRB,277319
2009,BRB,278470
2010,BRB,279569
2011,BRB,280601
2012,BRB,281585
2013,BRB,282509
2014,BRB,283385
2015,BRB,284217
2016,BRB,284996
2017,BRB,285719
1960,BRN,81745
1961,BRN,85596
1962,BRN,89516
1963,BRN,93576
1964,BRN,97848
1965,BRN,102425
1966,BRN,107316
1967,BRN,112494
1968,BRN,117950
1969,BRN,123653
1970,BRN,129583
1971,BRN,135726
1972,BRN,142073
1973,BRN,148560
1974,BRN,155109
1975,BRN,161671
1976,BRN,168224
1977,BRN,174773
1978,BRN,181257
1979,BRN,187656
1980,BRN,193949
1981,BRN,200085
1982,BRN,206128
1983,BRN,212136
1984,BRN,218227
1985,BRN,224512
1986,BRN,230972
1987,BRN,237622
1988,BRN,244458
1989,BRN,251514
1990,BRN,258785
1991,BRN,266274
1992,BRN,273963
1993,BRN,281751
1994,BRN,289525
1995,BRN,297192
1996,BRN,304699
1997,BRN,312038
1998,BRN,319222
1999,BRN,326289
2000,BRN,333241
2001,BRN,340117
2002,BRN,346867
2003,BRN,353389
2004,BRN,359523
2005,BRN,365158
2006,BRN,370250
2007,BRN,374864
2008,BRN,379252
2009,BRN,383772
2010,BRN,388662
2011,BRN,394013
2012,BRN,399748
2013,BRN,405716
2014,BRN,411704
2015,BRN,417542
2016,BRN,423196
2017,BRN,428697
1960,BTN,223288
1961,BTN,228918
1962,BTN,234706
1963,BTN,240778
1964,BTN,247325
1965,BTN,254464
1966,BTN,262244
1967,BTN,270622
1968,BTN,279515
1969,BTN,288774
1970,BTN,298301
1971,BTN,308053
1972,BTN,318045
1973,BTN,328312
1974,BTN,338943
1975,BTN,349982
1976,BTN,361455
1977,BTN,373324
1978,BTN,385384
1979,BTN,397390
1980,BTN,409172
1981,BTN,420380
1982,BTN,431050
1983,BTN,441847
1984,BTN,453720
1985,BTN,467178
1986,BTN,482952
1987,BTN,500437
1988,BTN,517273
1989,BTN,530257
1990,BTN,537280
1991,BTN,537284
1992,BTN,531525
1993,BTN,523117
1994,BTN,516503
1995,BTN,514877
1996,BTN,519282
1997,BTN,528754
1998,BTN,542155
1999,BTN,557543
2000,BTN,573416
2001,BTN,589600
2002,BTN,606399
2003,BTN,623434
2004,BTN,640282
2005,BTN,656639
2006,BTN,672228
2007,BTN,686958
2008,BTN,700950
2009,BTN,714458
2010,BTN,727641
2011,BTN,740510
2012,BTN,752967
2013,BTN,764961
2014,BTN,776448
2015,BTN,787386
2016,BTN,797765
2017,BTN,807610
1960,BWA,524552
1961,BWA,537249
1962,BWA,550840
1963,BWA,565353
1964,BWA,580799
1965,BWA,597190
1966,BWA,614613
1967,BWA,633154
1968,BWA,652843
1969,BWA,673640
1970,BWA,695597
1971,BWA,718639
1972,BWA,742835
1973,BWA,768512
1974,BWA,796095
1975,BWA,825840
1976,BWA,857855
1977,BWA,891926
1978,BWA,927585
1979,BWA,964166
1980,BWA,1001158
1981,BWA,1038397
1982,BWA,1075889
1983,BWA,1113539
1984,BWA,1151292
1985,BWA,1189114
1986,BWA,1226810
1987,BWA,1264314
1988,BWA,1301818
1989,BWA,1339624
1990,BWA,1377912
1991,BWA,1416731
1992,BWA,1455833
1993,BWA,1494693
1994,BWA,1532622
1995,BWA,1569094
1996,BWA,1604060
1997,BWA,1637635
1998,BWA,1669625
1999,BWA,1699862
2000,BWA,1728340
2001,BWA,1754935
2002,BWA,1779953
2003,BWA,1804339
2004,BWA,1829330
2005,BWA,1855852
2006,BWA,1884238
2007,BWA,1914414
2008,BWA,1946351
2009,BWA,1979882
2010,BWA,2014866
2011,BWA,2051339
2012,BWA,2089315
2013,BWA,2128507
2014,BWA,2168573
2015,BWA,2209197
2016,BWA,2250260
2017,BWA,2291661
1960,CAF,1503508
1961,CAF,1529227
1962,CAF,1556661
1963,CAF,1585763
1964,CAF,1616516
1965,CAF,1648833
1966,CAF,1682885
1967,CAF,1718603
1968,CAF,1755344
1969,CAF,1792220
1970,CAF,1828709
1971,CAF,1864598
1972,CAF,1900317
1973,CAF,1936841
1974,CAF,1975521
1975,CAF,2017372
1976,CAF,2062405
1977,CAF,2110457
1978,CAF,2162249
1979,CAF,2218575
1980,CAF,2279821
1981,CAF,2346797
1982,CAF,2418844
1983,CAF,2493135
1984,CAF,2565803
1985,CAF,2634232
1986,CAF,2696982
1987,CAF,2755244
1988,CAF,2812244
1989,CAF,2872668
1990,CAF,2939780
1991,CAF,3014624
1992,CAF,3095807
1993,CAF,3181222
1994,CAF,3267670
1995,CAF,3352767
1996,CAF,3435821
1997,CAF,3517309
1998,CAF,3597385
1999,CAF,3676508
2000,CAF,3754986
2001,CAF,3832203
2002,CAF,3907612
2003,CAF,3981665
2004,CAF,4055036
2005,CAF,4127910
2006,CAF,4201758
2007,CAF,4275800
2008,CAF,4345386
2009,CAF,4404230
2010,CAF,4448525
2011,CAF,4476153
2012,CAF,4490416
2013,CAF,4499653
2014,CAF,4515392
2015,CAF,4546100
2016,CAF,4594621
2017,CAF,4659080
1960,CAN,17909009
1961,CAN,18271000
1962,CAN,18614000
1963,CAN,18964000
1964,CAN,19325000
1965,CAN,19678000
1966,CAN,20048000
1967,CAN,20412000
1968,CAN,20744000
1969,CAN,21028000
1970,CAN,21324000
1971,CAN,21645535
1972,CAN,21993631
1973,CAN,22369408
1974,CAN,22774087
1975,CAN,23209000
1976,CAN,23518000
1977,CAN,23796000
1978,CAN,24036000
1979,CAN,24277000
1980,CAN,24593000
1981,CAN,24900000
1982,CAN,25202000
1983,CAN,25456000
1984,CAN,25702000
1985,CAN,25942000
1986,CAN,26204000
1987,CAN,26550000
1988,CAN,26895000
1989,CAN,27379000
1990,CAN,27791000
1991,CAN,28171682
1992,CAN,28519597
1993,CAN,28833410
1994,CAN,29111906
1995,CAN,29354000
1996,CAN,29671900
1997,CAN,29987200
1998,CAN,30247900
1999,CAN,30499200
2000,CAN,30769700
2001,CAN,31081900
2002,CAN,31362000
2003,CAN,31676000
2004,CAN,31995000
2005,CAN,32312000
2006,CAN,32570505
2007,CAN,32887928
2008,CAN,33245773
2009,CAN,33628571
2010,CAN,34005274
2011,CAN,34342780
2012,CAN,34750545
2013,CAN,35152370
2014,CAN,35535348
2015,CAN,35832513
2016,CAN,36264604
2017,CAN,36708083
1960,CEB,91401583
1961,CEB,92237118
1962,CEB,93014890
1963,CEB,93845749
1964,CEB,94722599
1965,CEB,95447065
1966,CEB,96148635
1967,CEB,97043587
1968,CEB,97882394
1969,CEB,98602140
1970,CEB,99133296
1971,CEB,99638983
1972,CEB,100363597
1973,CEB,101120519
1974,CEB,101946256
1975,CEB,102862489
1976,CEB,103770134
1977,CEB,104589313
1978,CEB,105304312
1979,CEB,105924838
1980,CEB,106564905
1981,CEB,107187982
1982,CEB,107770794
1983,CEB,108326895
1984,CEB,108853181
1985,CEB,109360296
1986,CEB,109847148
1987,CEB,110296680
1988,CEB,110688533
1989,CEB,110801380
1990,CEB,110745760
1991,CEB,110290445
1992,CEB,110005636
1993,CEB,110081461
1994,CEB,110019570
1995,CEB,109913216
1996,CEB,109563097
1997,CEB,109459093
1998,CEB,109207205
1999,CEB,109102354
2000,CEB,108405522
2001,CEB,107800399
2002,CEB,107097577
2003,CEB,106760768
2004,CEB,106466116
2005,CEB,106173766
2006,CEB,105901322
2007,CEB,105504531
2008,CEB,105126686
2009,CEB,104924372
2010,CEB,104543801
2011,CEB,104174038
2012,CEB,103935318
2013,CEB,103713726
2014,CEB,103496179
2015,CEB,103257751
2016,CEB,102994343
2017,CEB,102727102
1960,CHE,5327827
1961,CHE,5434294
1962,CHE,5573815
1963,CHE,5694247
1964,CHE,5789228
1965,CHE,5856472
1966,CHE,5918002
1967,CHE,5991785
1968,CHE,6067714
1969,CHE,6136387
1970,CHE,6180877
1971,CHE,6213399
1972,CHE,6260956
1973,CHE,6307347
1974,CHE,6341405
1975,CHE,6338632
1976,CHE,6302504
1977,CHE,6281174
1978,CHE,6281738
1979,CHE,6294365
1980,CHE,6319408
1981,CHE,6354074
1982,CHE,6391309
1983,CHE,6418773
1984,CHE,6441865
1985,CHE,6470365
1986,CHE,6504124
1987,CHE,6545106
1988,CHE,6593386
1989,CHE,6646912
1990,CHE,6715519
1991,CHE,6799978
1992,CHE,6875364
1993,CHE,6938265
1994,CHE,6993795
1995,CHE,7040687
1996,CHE,7071850
1997,CHE,7088906
1998,CHE,7110001
1999,CHE,7143991
2000,CHE,7184250
2001,CHE,7229854
2002,CHE,7284753
2003,CHE,7339001
2004,CHE,7389625
2005,CHE,7437115
2006,CHE,7483934
2007,CHE,7551117
2008,CHE,7647675
2009,CHE,7743831
2010,CHE,7824909
2011,CHE,7912398
2012,CHE,7996861
2013,CHE,8089346
2014,CHE,8188649
2015,CHE,8282396
2016,CHE,8373338
2017,CHE,8466017
1960,CHI,109420
1961,CHI,110399
1962,CHI,111457
1963,CHI,112595
1964,CHI,113773
1965,CHI,114995
1966,CHI,116227
1967,CHI,117474
1968,CHI,118726
1969,CHI,119972
1970,CHI,121197
1971,CHI,122413
1972,CHI,123614
1973,CHI,124725
1974,CHI,125682
1975,CHI,126415
1976,CHI,126902
1977,CHI,127183
1978,CHI,127390
1979,CHI,127692
1980,CHI,128212
1981,CHI,128981
1982,CHI,129979
1983,CHI,131156
1984,CHI,132453
1985,CHI,133808
1986,CHI,135230
1987,CHI,136716
1988,CHI,138187
1989,CHI,139530
1990,CHI,140671
1991,CHI,141568
1992,CHI,142258
1993,CHI,142819
1994,CHI,143384
1995,CHI,144046
1996,CHI,144829
1997,CHI,145715
1998,CHI,146671
1999,CHI,147687
2000,CHI,148725
2001,CHI,149793
2002,CHI,150901
2003,CHI,152038
2004,CHI,153170
2005,CHI,154294
2006,CHI,155411
2007,CHI,156513
2008,CHI,157581
2009,CHI,158603
2010,CHI,159581
2011,CHI,160497
2012,CHI,161358
2013,CHI,162180
2014,CHI,162969
2015,CHI,163758
2016,CHI,164541
2017,CHI,165314
1960,CHL,7716625
1961,CHL,7890156
1962,CHL,8067136
1963,CHL,8247415
1964,CHL,8430838
1965,CHL,8617077
1966,CHL,8806137
1967,CHL,8997325
1968,CHL,9188822
1969,CHL,9378243
1970,CHL,9563865
1971,CHL,9745189
1972,CHL,9922558
1973,CHL,10096295
1974,CHL,10267056
1975,CHL,10435534
1976,CHL,10601836
1977,CHL,10766419
1978,CHL,10930783
1979,CHL,11096868
1980,CHL,11266226
1981,CHL,11439144
1982,CHL,11615836
1983,CHL,11797534
1984,CHL,11985658
1985,CHL,12181028
1986,CHL,12384108
1987,CHL,12594145
1988,CHL,12809025
1989,CHL,13025797
1990,CHL,13242132
1991,CHL,13457244
1992,CHL,13671033
1993,CHL,13882668
1994,CHL,14091389
1995,CHL,14296613
1996,CHL,14497826
1997,CHL,14694835
1998,CHL,14887756
1999,CHL,15076952
2000,CHL,15262754
2001,CHL,15444969
2002,CHL,15623635
2003,CHL,15799542
2004,CHL,15973778
2005,CHL,16147064
2006,CHL,16319792
2007,CHL,16491687
2008,CHL,16661942
2009,CHL,16829442
2010,CHL,16993354
2011,CHL,17153357
2012,CHL,17309746
2013,CHL,17462982
2014,CHL,17613798
2015,CHL,17762681
2016,CHL,17909754
2017,CHL,18054726
1960,CHN,667070000
1961,CHN,660330000
1962,CHN,665770000
1963,CHN,682335000
1964,CHN,698355000
1965,CHN,715185000
1966,CHN,735400000
1967,CHN,754550000
1968,CHN,774510000
1969,CHN,796025000
1970,CHN,818315000
1971,CHN,841105000
1972,CHN,862030000
1973,CHN,881940000
1974,CHN,900350000
1975,CHN,916395000
1976,CHN,930685000
1977,CHN,943455000
1978,CHN,956165000
1979,CHN,969005000
1980,CHN,981235000
1981,CHN,993885000
1982,CHN,1008630000
1983,CHN,1023310000
1984,CHN,1036825000
1985,CHN,1051040000
1986,CHN,1066790000
1987,CHN,1084035000
1988,CHN,1101630000
1989,CHN,1118650000
1990,CHN,1135185000
1991,CHN,1150780000
1992,CHN,1164970000
1993,CHN,1178440000
1994,CHN,1191835000
1995,CHN,1204855000
1996,CHN,1217550000
1997,CHN,1230075000
1998,CHN,1241935000
1999,CHN,1252735000
2000,CHN,1262645000
2001,CHN,1271850000
2002,CHN,1280400000
2003,CHN,1288400000
2004,CHN,1296075000
2005,CHN,1303720000
2006,CHN,1311020000
2007,CHN,1317885000
2008,CHN,1324655000
2009,CHN,1331260000
2010,CHN,1337705000
2011,CHN,1344130000
2012,CHN,1350695000
2013,CHN,1357380000
2014,CHN,1364270000
2015,CHN,1371220000
2016,CHN,1378665000
2017,CHN,1386395000
1960,CIV,3558988
1961,CIV,3694205
1962,CIV,3841071
1963,CIV,3996941
1964,CIV,4157965
1965,CIV,4321791
1966,CIV,4487204
1967,CIV,4656353
1968,CIV,4834279
1969,CIV,5027971
1970,CIV,5242395
1971,CIV,5479338
1972,CIV,5737281
1973,CIV,6013862
1974,CIV,6305287
1975,CIV,6608609
1976,CIV,6922982
1977,CIV,7248828
1978,CIV,7585914
1979,CIV,7934279
1980,CIV,8293675
1981,CIV,8664057
1982,CIV,9044473
1983,CIV,9432731
1984,CIV,9826055
1985,CIV,10222558
1986,CIV,10620267
1987,CIV,11019651
1988,CIV,11424260
1989,CIV,11839243
1990,CIV,12267754
1991,CIV,12710008
1992,CIV,13163019
1993,CIV,13622731
1994,CIV,14083611
1995,CIV,14540820
1996,CIV,14995249
1997,CIV,15445986
1998,CIV,15884552
1999,CIV,16300233
2000,CIV,16686561
2001,CIV,17040152
2002,CIV,17366517
2003,CIV,17679355
2004,CIV,17997738
2005,CIV,18336303
2006,CIV,18699435
2007,CIV,19085941
2008,CIV,19497986
2009,CIV,19936366
2010,CIV,20401331
2011,CIV,20895311
2012,CIV,21418603
2013,CIV,21966312
2014,CIV,22531350
2015,CIV,23108472
2016,CIV,23695919
2017,CIV,24294750
1960,CMR,5176268
1961,CMR,5285231
1962,CMR,5399922
1963,CMR,5520332
1964,CMR,5646316
1965,CMR,5777834
1966,CMR,5915123
1967,CMR,6058539
1968,CMR,6208282
1969,CMR,6364569
1970,CMR,6527635
1971,CMR,6697745
1972,CMR,6875228
1973,CMR,7060603
1974,CMR,7254468
1975,CMR,7457362
1976,CMR,7669445
1977,CMR,7890969
1978,CMR,8122529
1979,CMR,8364835
1980,CMR,8618354
1981,CMR,8883016
1982,CMR,9158566
1983,CMR,9445003
1984,CMR,9742263
1985,CMR,10050023
1986,CMR,10368300
1987,CMR,10696274
1988,CMR,11031817
1989,CMR,11372160
1990,CMR,11715218
1991,CMR,12060729
1992,CMR,12408931
1993,CMR,12758881
1994,CMR,13109660
1995,CMR,13460994
1996,CMR,13812472
1997,CMR,14165423
1998,CMR,14523570
1999,CMR,14891891
2000,CMR,15274234
2001,CMR,15671927
2002,CMR,16084886
2003,CMR,16513822
2004,CMR,16959081
2005,CMR,17420795
2006,CMR,17899562
2007,CMR,18395389
2008,CMR,18907008
2009,CMR,19432541
2010,CMR,19970495
2011,CMR,20520447
2012,CMR,21082383
2013,CMR,21655715
2014,CMR,22239904
2015,CMR,22834522
2016,CMR,23439189
2017,CMR,24053727
1960,COD,15248251
1961,COD,15637733
1962,COD,16041263
1963,COD,16461930
1964,COD,16903923
1965,COD,17369883
1966,COD,17861881
1967,COD,18378214
1968,COD,18913203
1969,COD,19458904
1970,COD,20009935
1971,COD,20562865
1972,COD,21120140
1973,COD,21689239
1974,COD,22280923
1975,COD,22902319
1976,COD,23559071
1977,COD,24247550
1978,COD,24954655
1979,COD,25661884
1980,COD,26357462
1981,COD,27039468
1982,COD,27717337
1983,COD,28404876
1984,COD,29121474
1985,COD,29883446
1986,COD,30685824
1987,COD,31529823
1988,COD,32444156
1989,COD,33465441
1990,COD,34614581
1991,COD,35914825
1992,COD,37346147
1993,COD,38833595
1994,COD,40273701
1995,COD,41595744
1996,COD,42770544
1997,COD,43830146
1998,COD,44840529
1999,COD,45898667
2000,COD,47076387
2001,COD,48394338
2002,COD,49835756
2003,COD,51390033
2004,COD,53034217
2005,COD,54751476
2006,COD,56543011
2007,COD,58417562
2008,COD,60373608
2009,COD,62409435
2010,COD,64523263
2011,COD,66713597
2012,COD,68978682
2013,COD,71316033
2014,COD,73722860
2015,COD,76196619
2016,COD,78736153
2017,COD,81339988
1960,COG,1037220
1961,COG,1064111
1962,COG,1092292
1963,COG,1121735
1964,COG,1152412
1965,COG,1184316
1966,COG,1217391
1967,COG,1251703
1968,COG,1287516
1969,COG,1325147
1970,COG,1364812
1971,COG,1406643
1972,COG,1450518
1973,COG,1496047
1974,COG,1542690
1975,COG,1590039
1976,COG,1637941
1977,COG,1686524
1978,COG,1736099
1979,COG,1787129
1980,COG,1839935
1981,COG,1894676
1982,COG,1951195
1983,COG,2009165
1984,COG,2068132
1985,COG,2127770
1986,COG,2188046
1987,COG,2249146
1988,COG,2311348
1989,COG,2375008
1990,COG,2440457
1991,COG,2507772
1992,COG,2577035
1993,COG,2648507
1994,COG,2722497
1995,COG,2799255
1996,COG,2879222
1997,COG,2962470
1998,COG,3048453
1999,COG,3136344
2000,COG,3225727
2001,COG,3315806
2002,COG,3407180
2003,COG,3502519
2004,COG,3605439
2005,COG,3718243
2006,COG,3842365
2007,COG,3976246
2008,COG,4115435
2009,COG,4253712
2010,COG,4386693
2011,COG,4512730
2012,COG,4633363
2013,COG,4751393
2014,COG,4871101
2015,COG,4995648
2016,COG,5125821
2017,COG,5260750
1960,COL,16480383
1961,COL,16982315
1962,COL,17500171
1963,COL,18033550
1964,COL,18581974
1965,COL,19144223
1966,COL,19721462
1967,COL,20311371
1968,COL,20905059
1969,COL,21490945
1970,COL,22061215
1971,COL,22611986
1972,COL,23146803
1973,COL,23674504
1974,COL,24208021
1975,COL,24756973
1976,COL,25323406
1977,COL,25905127
1978,COL,26502166
1979,COL,27113512
1980,COL,27737900
1981,COL,28375991
1982,COL,29027162
1983,COL,29687094
1984,COL,30350086
1985,COL,31011688
1986,COL,31669776
1987,COL,32324325
1988,COL,32975535
1989,COL,33624444
1990,COL,34271565
1991,COL,34916766
1992,COL,35558682
1993,COL,36195168
1994,COL,36823537
1995,COL,37441977
1996,COL,38049038
1997,COL,38645411
1998,COL,39234062
1999,COL,39819279
2000,COL,40403958
2001,COL,40988909
2002,COL,41572491
2003,COL,42152151
2004,COL,42724163
2005,COL,43285634
2006,COL,43835722
2007,COL,44374572
2008,COL,44901544
2009,COL,45416181
2010,COL,45918097
2011,COL,46406646
2012,COL,46881475
2013,COL,47342981
2014,COL,47791911
2015,COL,48228697
2016,COL,48653419
2017,COL,49065615
1960,COM,191121
1961,COM,194139
1962,COM,197198
1963,COM,200372
1964,COM,203753
1965,COM,207424
1966,COM,211478
1967,COM,215897
1968,COM,220575
1969,COM,225325
1970,COM,230054
1971,COM,234644
1972,COM,239235
1973,COM,244208
1974,COM,250104
1975,COM,257290
1976,COM,265953
1977,COM,275900
1978,COM,286634
1979,COM,297447
1980,COM,307829
1981,COM,317606
1982,COM,326946
1983,COM,336096
1984,COM,345466
1985,COM,355337
1986,COM,365760
1987,COM,376654
1988,COM,387963
1989,COM,399632
1990,COM,411594
1991,COM,423872
1992,COM,436448
1993,COM,449274
1994,COM,462277
1995,COM,475394
1996,COM,488627
1997,COM,501953
1998,COM,515385
1999,COM,528848
2000,COM,542357
2001,COM,555888
2002,COM,569479
2003,COM,583211
2004,COM,597228
2005,COM,611627
2006,COM,626425
2007,COM,641620
2008,COM,657229
2009,COM,673252
2010,COM,689692
2011,COM,706569
2012,COM,723868
2013,COM,741500
2014,COM,759385
2015,COM,777424
2016,COM,795601
2017,COM,813912
1960,CPV,202310
1961,CPV,205956
1962,CPV,210867
1963,CPV,216908
1964,CPV,223846
1965,CPV,231428
1966,CPV,239770
1967,CPV,248747
1968,CPV,257509
1969,CPV,264909
1970,CPV,270198
1971,CPV,272992
1972,CPV,273651
1973,CPV,273005
1974,CPV,272292
1975,CPV,272423
1976,CPV,273652
1977,CPV,275767
1978,CPV,278739
1979,CPV,282415
1980,CPV,286657
1981,CPV,291602
1982,CPV,297285
1983,CPV,303368
